Kód,Název,kampaně,Výrobce,Kód dodavatele,Sekce,Anotace,Popis,Parametry,Fotografie,Sazba DPH,cena bez DPH [Kč],cena s DPH [Kč],sleva [%],cena pro slevu,cena po slevě bez DPH [Kč],cena po slevě s DPH [Kč],skladem [ks],Dostupnost,záruka [měs.],Zobrazovat ve srovnávačích,cena za proklik [Kč],Kód EAN,Počet prodaných kusů,ID produktu,SEO Titulek,SEO Popis,Přílohy,Hmotnost,Šířka,Výška,Hloubka,Datum vytvoření,Viditelné - produkt,Viditelné - varianta,Varianta: Odstín BB,Varianta: Odstín tužka,Varianta: Odstín rtěnka 80408,Varianta: Odstín rtěnka 80409,Varianta: Dětský kartáček,Varianta: Kartáček ProDental,Varianta: Tužka na oči a obočí,Varianta: Rtěnka Cushion,Varianta: Tonální přípravek Cushion,Varianta: Tužka na obočí,Varianta: Ovocný balzám na rty,Varianta: Odstín pudru,Varianta: Počet kusů,Parametr: Akce,Parametr: Maximální koupitelný počet,Parametr: Min Limit,Parametr: Poměr základní,Parametr: Poměr ND,Parametr: Poměr D,Parametr: Typ vlasů,Parametr: Typ pleti,Parametr: Typ vložek,Parametr: Použití krému,Parametr: Vady pleti,Parametr: Objem,Parametr: Kusy,Parametr: Aktivní složky,Parametr: Neposílat do GEIS,Parametr: Emailový kurz,Parametr: Reálná hmotnost,Parametr: Pořadí v novinkách,Parametr: Doporučený věk,Parametr: Rádce s péčí o pleť,Parametr: Produktová řada,Parametr: Min Limit SK,Fotografie 1,Fotografie 2,Fotografie 3,Fotografie 4,Fotografie 5,Fotografie 6
13503,MARINE COLLAGEN - vyhlazující krémový oční gel,,,,Pleť,,"<div><strong>EXPIRACE 03/2020</strong></div>

<div>Zpevňuje strukturu pleti očních víček, zlepšuje její pružnost, má liftingový účinek. Redukuje otoky a tmavé kruhy pod očima. Vyživuje kožní buňky, stimuluje látkovou výměnu v tkáních. Mořský kolagen je svou strukturou nejpodobnější lidskému kolagenu, takže pokožka jej absorbuje maximálně efektivně. Zdrojem mořského kolagenu pro přípravky z řady Marine Collagen slouží proteiny z kůže hlubinné mořské tresky a byssové hedvábí (z řeckého byssos – „jemné vlákno“) – zvláštní tajemství slávek Mytilus Edulis, které vytváří jemná, ale velmi pevná proteinová vlákna, kterými se slávky přichytávají na kameny, písem a jiné předměty pod vodou. Z vláken byssového hedvábí v dávných dobách vyráběli luxusní látku, které říkali „mořské hedvábí“ - tak jemnou a lehkou, že pár rukavic z této látky se vešel do malé skořápky vlašského ořechu. Přípravky řady Marine Collagen doporučujeme používat od 35 let.</div>","<div>Produktová řada Marine Collagen <strong>využívá síly mořského kolagenu</strong>, který se strukturou nejvíce podobá tomu lidskému. Naše kůže ho proto velmi účinně vstřebává. Tato látka je v našem těle <strong>zodpovědná za pevnost a mládí pokožky</strong>. Všechny produkty demonstrují sílu mořského živlu, který<strong> pleť výrazně omladí a vyhladí</strong>. </div>",,21,"611,57","740,00",0,"519,8345","611,5702",740,0,,,Y,,,,241,,,,"0,015",,,,01/01/2023,N,,,,,,,,,,,,,,,0,"0,0,0","5,5,5","0,0,0","0,0,0","0,0,0",,,,"oční,oční,oční","kuperóza,kuperóza,kuperóza","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",,0,0,,,,,,"5,5,5",,,,,,
14604,Regenerační tonikum s mucínem hlemýžďů,WMS,,,Pleť," Regenerační tonikum kombinuje výhody tonizujícího a  pečujícího přípravku . Má hladkou obalující strukturu a obsahuje velké množství aktivních látek. Tento přípravek nejen završí čištění pleti, odstraní zbytky nečistot, ale také se skvěle vyrovnává s úkolem obnovení hydro-lipidového pláště a zajistí optimální úroveň hydratace.","<p dir=""ltr""><strong id=""docs-internal-guid-cbe35153-7fff-bb69-9b05-9bce7ed06864"">Regenerační tonikum kombinuje výhody tonizujícího a  pečujícího přípravku . Má hladkou obalující strukturu a obsahuje velké množství aktivních látek. Tento přípravek nejen završí čištění pleti, odstraní zbytky nečistot, ale také se skvěle vyrovnává s úkolem obnovení hydro-lipidového pláště a zajistí optimální úroveň hydratace. Základní složkou tonika je hlemýždí mucin, který obsahuje velké množství cenných kosmetických složek.</strong></p>

<p dir=""ltr""><strong>EXP 12/2024</strong></p>",,,21,"642,98","778,00",0,-1,"642,9752",778,162,,,Y,,6921570931683,2165,242,,,,0,,,,01/01/2023,Y,,,,,,,,,,,,,,,,,10,,,,,"normální pleť,suchá pleť,mastná pleť,smíšená pleť,citlivá pleť,aknózní pleť",,,,80,1,"Allantoin,Šnečí mucin,Vitamin E",,,131,,,Tonizace,Šnečí mucin,2,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2486.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2024/03/p4931.png,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6471.jpeg,,,
15103,Krém na vrásky Hadí tuk,WMS,,,Pleť,"Produkt je součástí kosmetické řady Snake Factor pro intenzivní korekci změn pokožky v důsledku stárnutí. Přípravky z této řady obsahují ve svém složení olej z hada Mamushi, aktivátor buněčné obnovy anti-age komplex Brillian-KS68 a také komplex účinných hydratačních složek (sůl kyseliny hyaluronové a disacharid glukózy).","<p dir=""ltr""><strong id=""docs-internal-guid-585aff17-7fff-28c3-d3bc-2ad5ed31a0c6"">Jemný krém účinně pečuje o vaší pleť během dne. Odstraňuje suchost, obnovuje pružnost, vyhlazuje vrásky, snižuje pigmentaci související s věkem. Produkt je součástí kosmetické řady Snake Factor pro intenzivní korekci změn pokožky v důsledku stárnutí. Přípravky z této řady obsahují ve svém složení olej z hada Mamushi, aktivátor buněčné obnovy anti-age komplex Brillian-KS68 a také komplex účinných hydratačních složek (sůl kyseliny hyaluronové a disacharid glukózy).</strong></p>",,,21,"374,38","453,00",0,"374,3802","374,3802",453,234,,,Y,,6922782616726,2608,243,,,,"0,055",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,1,,,,,"normální pleť,suchá pleť,smíšená pleť",,denní,,,1,"Adenosin,Kyselina hyaluronová,Olej z hada Mamushi,Vitamin E",,,,,35+*50+,Pleťové krémy,Hadí řada,1,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2457.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2024/03/p4932.png,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6479.jpeg,,,
15104,Krém pro obnovu pleti hadí tuk,WMS,,,Pleť,"Výživný noční krém aktivuje v pokožce metabolické procesy, zpomaluje proces stárnutí a snižuje pigmentaci. Při pravidelném používání vyhlazuje i výrazné vrásky. Pleť se obnovuje, lépe odolává nepříznivým faktorům a získává mladistvý vzhled.","<p><strong>Nekonečná obnova</strong>. <strong id=""docs-internal-guid-b2fd0bff-7fff-7787-902b-c3fc84282aaf"">Výživný noční krém aktivuje v pokožce metabolické procesy, zpomaluje proces stárnutí a snižuje pigmentaci. Při pravidelném používání vyhlazuje i výrazné vrásky. Pleť se obnovuje, lépe odolává nepříznivým faktorům a získává mladistvý vzhled. Produkt je součástí kosmetické řady Snake Factor, která slouží k intenzivní redukci věkových změn v pokožce. Bez parabenů, bez barviv, bez minerálního oleje.</strong></p>",,,21,"374,38","453,00",0,"374,3802","374,3802",453,117,,,Y,,6922782616733,1799,244,,,,"0,055",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,11,,,,,"suchá pleť,normální pleť,smíšená pleť",,noční,pigmentové skvrny,,1,"Adenosin,Hyaluronát sodný,Olej z hada Mamushi,Panthenol,Vitamin E",,,200,,35+*50+,Pleťové krémy,Hadí řada,11,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2241.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2024/03/p4944.png,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6481.jpeg,,,
15105,Oční gel na vrásky z hadího tuku,WMS,,,Pleť,"Gel účinně pečuje o něžnou pokožku v okolí očí, stimuluje tvorbu kolagenu, viditelně zpevňuje a zvlhčuje pokožku, vyživuje ji vitamíny a vyhlazuje mimické vrásky. Produkt je součástí kosmetické řady Snake Factor pro intenzivní korekci změn pokožky v důsledku stárnutí. Přípravky z této řady obsahují ve svém složení olej z hada Mamushi, aktivátor buněčné obnovy anti-age komplex Brillian-KS68 a také komplex účinných hydratačních složek (sůl kyseliny hyaluronové a disacharid glukózy).","<p dir=""ltr""><strong id=""docs-internal-guid-110ee6f4-7fff-f061-10ef-adb059d6b2af"">Gel účinně pečuje o něžnou pokožku v okolí očí, stimuluje tvorbu kolagenu, viditelně zpevňuje a zvlhčuje pokožku, vyživuje ji vitamíny a vyhlazuje mimické vrásky. Produkt je součástí kosmetické řady Snake Factor pro intenzivní korekci změn pokožky v důsledku stárnutí. Přípravky z této řady obsahují ve svém složení olej z hada Mamushi, aktivátor buněčné obnovy anti-age komplex Brillian-KS68 a také komplex účinných hydratačních složek (sůl kyseliny hyaluronové a disacharid glukózy).</strong></p>",,,21,"374,38","453,00",0,"374,3802","374,3802",453,163,,,Y,,6922782616740,762,245,,,,"0,025",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,11,,,,,"normální pleť,suchá pleť,smíšená pleť",,oční,,,1,"Adenosin,Kyselina hyaluronová,Panthenol,Vitamin E",,,45,,35+*50+,Oční okolí,Hadí řada,2,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2238.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2024/03/p4986.png,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6478.jpeg,,,
15102,Pleťové tonikum z hadího tuku,WMS,,,Pleť,"Tonikum účinně čistí pokožku od nadměrného množství kožního mazu, nečistot a zbytků make-upu, zvyšuje účinnost anti-aging péče. Tonikum s bohatým složením aktivních látek zvlhčuje pleť, zvyšuje její tonus a při pravidelném používání zpomaluje proces stárnutí pokožky.","<div><strong>Tonikum účinně čistí pokožku od nadměrného množství kožního mazu, nečistot a zbytků make-upu, zvyšuje účinnost anti-aging péče. Tonikum s bohatým složením aktivních látek zvlhčuje pleť, zvyšuje její tonus a při pravidelném používání zpomaluje proces stárnutí pokožky.</strong></div>",,,21,"275,21","333,00",0,"275,2066","275,2066",333,372,,,Y,,6922782616719,1686,246,,,,0,,,,01/01/2023,Y,,,,,,,,,,,,,,,,,11,,,,,"normální pleť,suchá pleť,smíšená pleť",,,,100,1,"Kyselina hyaluronová,Trehalóza,Vilín virginský,Vitamin E",,,148,,35+*50+,Tonizace,Hadí řada,11,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p2463.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2024/03/p4963.png,https://www.kralovstvi-tiande.cz/data/photos/2024/08/p6477.jpeg,,,
80117/11,Rtěnka Natura Lux - č. 11,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,247,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,2,,,,,,
80117/07,Rtěnka Natura Lux - č. 07,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,248,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,1,,,,,,
80117/03,Rtěnka Natura Lux - č. 03,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,249,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,1,,,,,,
80202/07,Rtěnka hydratační - č. 07,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,250,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"2,2,2",0,0,0,,,,,,"0,0,0","0,0,0",,0,0,19,,,,,"2,2,2",,,,,,
80117/12,Rtěnka Natura Lux - č. 12,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,251,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,1,,,,,,
80117/08,Rtěnka Natura Lux - č. 08,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,252,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,1,,,,,,
80117/06,Rtěnka Natura Lux - č. 06,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,253,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,1,,,,,,
80117/04,Rtěnka Natura Lux - č. 04,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. EXP 07/2019</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,254,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,,10,,,,,,,,,,,,,,,,,,,10,,,,,,
80117/02,Rtěnka Natura Lux - č. 02,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,255,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,1,,,,,,
80117/01,Rtěnka Natura Lux - č. 01,,,,Pleť/Líčení,,"<p>Natura Lux - to je úžasná kombinace sytých barev a jemné péče. Měkká klouzavá textura rtěnky poskytuje optimální hydrataci díky kombinaci přírodních vosků a olejů. Účinně chrání rty před škodlivými vlivy životního prostředí, zabraňuje popraskání a předchází stárnutí. DMT 07/19</p>",,,21,"203,80","246,60",0,"173,23","203,8017","246,6",0,,,Y,,,,256,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,1,,,,,,
80202/12,Rtěnka hydratační - č. 12,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,257,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,,,,,,2,,,,,,
80202/14,Rtěnka hydratační - č. 14,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,258,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,,,,,,2,,,,,,
80202/22,Rtěnka hydratační - č. 22,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,259,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,,,,,,2,,,,,,
80202/26,Rtěnka hydratační - č. 26,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,260,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"2,2,2",0,0,0,,,,,,"0,0,0","0,0,0",,0,0,19,,,,,"2,2,2",,,,,,
80202/34,Rtěnka hydratační - č. 34,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,261,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,,,,,,2,,,,,,
80202/37,Rtěnka hydratační - č. 37,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,262,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,,,,,,2,,,,,,
80202/40,Rtěnka hydratační - č. 40,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,263,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,6,,,,,2,,,,,,
80202/48,Rtěnka hydratační - č. 48,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,264,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,19,,,,,2,,,,,,
80202/55,Rtěnka hydratační - č. 55,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,265,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,,,,,,2,,,,,,
80202/79,Rtěnka hydratační - č. 79,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,266,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,2,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,19,,,,,2,,,,,,
80202/86,Rtěnka hydratační - č. 86,,,,Pleť/Líčení,,"<div><strong>Šťavnatá barva a hydratace!</strong></div>

<div> </div>

<div>Rtěnka vytváří <strong>ohromující </strong>lesklý<strong> efekt</strong>. <strong>Hydratuje</strong> a <strong>vyživuje</strong>, <strong>chrání</strong> citlivou pokožku rtů před působením negativních vnějších faktorů.</div>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,267,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"2,2,2",0,0,0,,,,,,"0,0,0","0,0,0",,0,0,19,,,,,"2,2,2",,,,,,
80202/93,Rtěnka hydratační - č. 93,,,,Pleť/Líčení,,"<p>Rtěnka vytváří ohromující lesklý efekt. Hydratuje a vyživuje, chrání citlivou pokožku rtů před působením negativních vnějších faktorů.</p>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,268,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"2,2,2",0,0,0,,,,,,"0,0,0","0,0,0",,0,0,19,,,,,"2,2,2",,,,,,
80202/105,Rtěnka hydratační - č. 105,,,,Pleť/Líčení,,"<div><strong>Šťavnatá barva a hydratace!</strong></div>

<div> </div>

<div>Rtěnka vytváří <strong>ohromující </strong>lesklý<strong> efekt</strong>. <strong>Hydratuje</strong> a <strong>vyživuje</strong>, <strong>chrání</strong> citlivou pokožku rtů před působením negativních vnějších faktorů.</div>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,269,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,,"0,0,0","0,0,0",,0,0,19,,,,,1,,,,,,
80202/109,Rtěnka hydratační - č. 109,,,,Pleť/Líčení,,"<div><strong>Šťavnatá barva a hydratace!</strong></div>

<div> </div>

<div>Rtěnka vytváří <strong>ohromující </strong>lesklý<strong> efekt</strong>. <strong>Hydratuje</strong> a <strong>vyživuje</strong>, <strong>chrání</strong> citlivou pokožku rtů před působením negativních vnějších faktorů.</div>",,,21,"102,48","124,00",0,"87,1072","102,4793",124,0,,,Y,,,,270,,,,"0,0038",,,,01/01/2023,N,,,,,,,,,,,,,,,0,,2,,,"50,50,50",,,,,,,,,,,6,,,,,2,,,,,,
